Permutation Chi-Sq km10__FREE km11__FREE km12__FREE km13__FREE km14__FREE km15__FREE km16__FREE km17__FREE km18__FREE km19__FREE km1__FREE km20__FREE km21__FREE km22__FREE km23__FREE km24__FREE km2__FREE km3__FREE km9__FREE kp10__FREE kp11__FREE kp12__FREE kp13__FREE kp14__FREE kp15__FREE kp17__FREE kp18__FREE kp19__FREE kp1__FREE kp20__FREE kp21__FREE kp22__FREE kp23__FREE kp24__FREE kp2__FREE kp3__FREE kp9__FREE
gen1554perm138 0.2804583634048722 5.32639689e-02 1.19624312e-02 1.61767081e-01 1.46604435e-01 1.14583905e-01 1.23356885e-01 3.02577367e-03 5.87986040e-02 2.19903954e+00 8.78289595e-02 5.35453532e-03 3.86899992e-02 2.56038507e-01 8.93360561e-01 5.97451704e-03 1.59543124e-03 2.97757680e-01 7.11375820e-01 2.01669254e+01 1.04188248e-06 3.24102006e-05 3.02749672e-08 1.00513616e-04 3.01911945e+00 2.32721452e-08 3.45164962e-06 1.94358711e-08 5.86794585e-07 8.70173469e-05 8.45530067e-09 6.95737032e-08 1.01428610e-08 3.72148321e-06 4.96823492e-04 1.60371158e-05 9.21049661e-02 1.03016768e-08
gen1554perm24 0.2804730929463149 5.37335197e-02 1.19084513e-02 1.67404043e-01 1.64958608e-01 1.06934238e-01 1.20082229e-01 3.02577367e-03 6.71577872e-02 2.15967722e+00 8.78289595e-02 5.35453532e-03 3.78494460e-02 2.56510791e-01 1.09583635e+00 7.49569684e-03 1.31437284e-03 2.97757680e-01 7.11045011e-01 2.21388383e+01 1.17705544e-06 3.38064704e-05 3.00967308e-08 1.04608133e-04 3.47615424e+00 2.38057589e-08 3.31535292e-06 1.75124497e-08 5.10989173e-07 1.14886347e-04 1.16994149e-08 8.25288236e-08 9.86022470e-09 3.57917925e-06 4.81442368e-04 1.60595098e-05 9.21049661e-02 1.01512959e-08
gen1554perm48 0.2804959421267646 5.32639689e-02 1.30192075e-02 1.59764480e-01 1.64958608e-01 1.01764075e-01 1.23356885e-01 3.02577367e-03 6.85428103e-02 2.08854901e+00 8.78289595e-02 5.32033578e-03 4.05672755e-02 2.59830993e-01 1.07604854e+00 7.92233418e-03 1.41020703e-03 2.99032383e-01 7.09272344e-01 2.03193563e+01 1.17705544e-06 3.24102006e-05 3.02654333e-08 9.36217542e-05 3.22515409e+00 2.59737515e-08 3.31535292e-06 1.94497980e-08 5.10989173e-07 1.21140660e-04 9.11768614e-09 8.35026880e-08 1.22896857e-08 3.61674514e-06 4.48879825e-04 1.60595098e-05 9.21049661e-02 1.01160066e-08
gen1554perm19 0.2807321166149789 5.32639689e-02 1.30192075e-02 1.59764480e-01 1.69576542e-01 1.25551171e-01 1.19707539e-01 3.02577367e-03 7.00286369e-02 2.15967722e+00 8.93292753e-02 5.35453532e-03 3.78494460e-02 2.54647442e-01 1.09583635e+00 6.08602369e-03 1.52488977e-03 2.99032383e-01 7.09603935e-01 2.16630371e+01 1.27365180e-06 3.20837815e-05 3.00967308e-08 1.04608133e-04 3.37334704e+00 2.20983101e-08 3.35984858e-06 1.75124497e-08 5.10989173e-07 9.07747365e-05 9.06455469e-09 8.25288236e-08 8.61281013e-09 3.57917925e-06 4.69660302e-04 1.60595098e-05 9.21049661e-02 1.36797512e-08
gen1554perm38 0.2807518950275019 5.32639689e-02 1.19000188e-02 1.66044631e-01 1.63226108e-01 1.15773405e-01 1.26507995e-01 3.22667856e-03 6.05231024e-02 2.37411536e+00 8.78289595e-02 5.13097826e-03 3.82577014e-02 2.46869844e-01 8.56869962e-01 6.08602369e-03 1.52488977e-03 2.97757680e-01 7.11045011e-01 2.21388383e+01 1.14893227e-06 3.20358917e-05 3.02654333e-08 9.66390489e-05 3.22515409e+00 2.50177081e-08 3.30826132e-06 1.58463819e-08 5.06391809e-07 8.42786295e-05 1.18290543e-08 7.06215525e-08 1.43913753e-08 3.56501788e-06 4.26227944e-04 1.52377597e-05 9.21049661e-02 9.51195999e-09
gen1554perm77 0.2807818054974068 5.20268037e-02 1.27895669e-02 1.67365976e-01 1.52090640e-01 1.04769758e-01 1.21333416e-01 3.02577367e-03 7.00286369e-02 2.44667416e+00 8.86158327e-02 4.77501265e-03 3.78494460e-02 2.59830993e-01 8.56869962e-01 7.40888192e-03 1.40521039e-03 3.09248977e-01 7.09272344e-01 2.10126245e+01 9.19130895e-07 3.24102006e-05 3.02654333e-08 9.35699687e-05 3.47732780e+00 2.71742566e-08 3.31535292e-06 1.94497980e-08 5.13915521e-07 9.94170327e-05 1.11871952e-08 8.07775091e-08 1.10390276e-08 3.72074039e-06 4.40533319e-04 1.60371158e-05 9.21049661e-02 1.03016768e-08
gen1554perm37 0.2810626389690618 5.32639689e-02 1.28103196e-02 1.66044631e-01 1.49374136e-01 1.34055513e-01 1.13322130e-01 3.02577367e-03 6.85428103e-02 2.36365381e+00 8.78289595e-02 4.66787127e-03 3.78494460e-02 2.62013758e-01 8.56869962e-01 6.99973830e-03 1.35503515e-03 2.97757680e-01 7.09272344e-01 2.10126245e+01 1.22759053e-06 3.24102006e-05 2.94848187e-08 1.04608133e-04 3.63451319e+00 2.34089880e-08 3.31487194e-06 1.72762083e-08 5.45053320e-07 1.26330972e-04 9.06455469e-09 7.21183202e-08 1.25171433e-08 3.61674514e-06 4.83171853e-04 1.60371158e-05 9.21049661e-02 9.53725847e-09
gen1554perm81 0.2811731801810484 5.32639689e-02 1.23314550e-02 1.61923910e-01 1.45531347e-01 1.07084029e-01 1.17501071e-01 3.02577367e-03 6.50430022e-02 2.23226831e+00 8.78289595e-02 5.27200705e-03 3.78494460e-02 2.49486660e-01 8.07004933e-01 7.92233418e-03 1.45148254e-03 2.97757680e-01 7.09603935e-01 1.80567297e+01 1.08146448e-06 3.24102006e-05 3.02654333e-08 1.12632767e-04 3.14009456e+00 2.13449361e-08 3.28720296e-06 1.94497980e-08 5.28200890e-07 1.06575221e-04 1.18630600e-08 7.30991163e-08 1.09199091e-08 3.57917925e-06 4.41748439e-04 1.60371158e-05 9.21049661e-02 1.08042223e-08
gen1554perm44 0.2815067693786469 5.38326889e-02 1.23314550e-02 1.67365976e-01 1.46604435e-01 1.07084029e-01 1.23356885e-01 3.02577367e-03 6.50430022e-02 2.21908533e+00 8.89886375e-02 5.07437416e-03 3.87889228e-02 2.56510791e-01 8.83297821e-01 7.92233418e-03 1.26335343e-03 2.97757680e-01 7.09272344e-01 2.25599846e+01 1.08146448e-06 3.41979867e-05 3.02654333e-08 1.12632767e-04 2.95780200e+00 2.16912351e-08 3.45164962e-06 1.82605525e-08 5.10989173e-07 8.53043282e-05 1.18630600e-08 7.30991163e-08 1.09199091e-08 3.57917925e-06 4.58798114e-04 1.59295090e-05 9.21049661e-02 1.21443741e-08
gen1554perm76 0.2817566113336366 5.32639689e-02 1.19988721e-02 1.57194194e-01 1.52090640e-01 1.17055654e-01 1.23356885e-01 3.07994319e-03 7.00286369e-02 2.39107119e+00 8.79762442e-02 5.35296635e-03 3.87889228e-02 2.56510791e-01 1.13272651e+00 6.01466141e-03 1.20662311e-03 2.97757680e-01 7.09603935e-01 1.91265364e+01 1.17705544e-06 3.20837815e-05 3.02654333e-08 1.16805820e-04 3.47732780e+00 2.24898504e-08 3.35984858e-06 1.69407557e-08 5.45053320e-07 1.12648559e-04 9.06455469e-09 8.38863744e-08 9.86022470e-09 3.57917925e-06 4.85167696e-04 1.60371158e-05 9.21049661e-02 9.94045024e-09
gen1554perm143 0.2817963860052762 5.27345003e-02 1.23314550e-02 1.66044631e-01 1.65441853e-01 1.05254856e-01 1.15096069e-01 3.02577367e-03 6.85428103e-02 2.39107119e+00 8.78289595e-02 4.98921493e-03 3.94297110e-02 2.59830993e-01 8.54141825e-01 7.07906068e-03 1.42476587e-03 2.97757680e-01 7.09272344e-01 1.98737680e+01 1.17677519e-06 3.20837815e-05 3.01162987e-08 1.02743290e-04 3.64094851e+00 2.42965952e-08 3.35984858e-06 1.98693449e-08 4.95931771e-07 1.14886347e-04 7.38207689e-09 8.53530043e-08 1.10390276e-08 3.57894442e-06 4.76943825e-04 1.60595098e-05 9.21049661e-02 1.12101961e-08
gen1554perm130 0.2827821614343157 5.32639689e-02 1.22290483e-02 1.59764480e-01 1.45260270e-01 1.04769758e-01 1.17501071e-01 3.02577367e-03 7.13820168e-02 2.26127576e+00 8.78289595e-02 5.35296635e-03 3.98733166e-02 2.86453821e-01 1.23545432e+00 6.96473247e-03 1.26335343e-03 2.97860847e-01 7.09603935e-01 2.10126245e+01 1.05722487e-06 3.24102006e-05 3.03322810e-08 1.08750460e-04 3.38121892e+00 2.37947456e-08 3.31535292e-06 1.94358711e-08 5.45053320e-07 1.14886347e-04 9.06455469e-09 8.38863744e-08 1.07368696e-08 3.84096555e-06 4.68644095e-04 1.53808005e-05 9.21049661e-02 1.08042223e-08
gen1554perm84 0.2828887292912775 5.44279967e-02 1.09717846e-02 1.67365976e-01 1.36137168e-01 1.04769758e-01 1.18742992e-01 3.04429595e-03 7.38402140e-02 2.39107119e+00 8.78289595e-02 4.77501265e-03 3.78494460e-02 2.63469745e-01 8.56869962e-01 5.86627870e-03 1.45148254e-03 2.97757680e-01 7.09272344e-01 2.10126245e+01 9.45678480e-07 3.42618906e-05 3.01162987e-08 9.35699687e-05 3.23896259e+00 2.71742566e-08 3.17736778e-06 1.83888644e-08 5.75011123e-07 9.68154695e-05 1.06940793e-08 8.44724723e-08 1.22421527e-08 3.72074039e-06 4.40533319e-04 1.60371158e-05 9.21049661e-02 1.03016768e-08
gen1554perm100 0.2832086447015507 5.32639689e-02 1.19988721e-02 1.61988924e-01 1.46604435e-01 1.28313955e-01 1.23356885e-01 3.02577367e-03 6.07678573e-02 2.19903954e+00 8.78289595e-02 5.35453532e-03 3.87889228e-02 2.56038507e-01 1.07604854e+00 6.01466141e-03 1.35818011e-03 2.97757680e-01 7.09272344e-01 1.82720716e+01 1.07322150e-06 3.20837815e-05 3.02654333e-08 8.93974627e-05 3.32273130e+00 2.32721452e-08 3.19384810e-06 2.11480717e-08 5.10989173e-07 1.12648559e-04 1.11480284e-08 7.17464113e-08 9.86022470e-09 3.72148321e-06 4.77007671e-04 1.60371158e-05 9.21049661e-02 1.06937657e-08
gen1554perm123 0.2833775952798376 5.32639689e-02 1.09717846e-02 1.67365976e-01 1.85423445e-01 1.04769758e-01 1.15369985e-01 3.17645677e-03 8.11054339e-02 2.39107119e+00 8.78289595e-02 5.35296635e-03 3.78494460e-02 2.85048381e-01 8.56869962e-01 7.40888192e-03 1.52488977e-03 2.97757680e-01 7.09272344e-01 2.10126245e+01 8.49427439e-07 2.95324649e-05 3.01180060e-08 8.82053692e-05 3.47732780e+00 2.22187039e-08 3.31535292e-06 1.94497980e-08 5.17756923e-07 9.54339429e-05 9.06455469e-09 8.25288236e-08 1.10390276e-08 3.61674514e-06 4.65654882e-04 1.60371158e-05 9.21049661e-02 9.51195999e-09
gen1554perm119 0.2835630766561110 5.32639689e-02 1.19988721e-02 1.67365976e-01 1.64958608e-01 1.04769758e-01 1.04580114e-01 3.02577367e-03 7.20785867e-02 2.39107119e+00 8.29780553e-02 5.35296635e-03 3.87889228e-02 2.59830993e-01 9.76542439e-01 7.92233418e-03 1.51502582e-03 2.97757680e-01 7.09272344e-01 1.95175745e+01 1.18502136e-06 3.15976329e-05 3.02654333e-08 1.04608133e-04 3.22515409e+00 2.31148996e-08 3.48935960e-06 1.73626406e-08 5.10989173e-07 1.14886347e-04 7.87234851e-09 8.25288236e-08 9.86022470e-09 3.57917925e-06 4.32578955e-04 1.60371158e-05 9.21049661e-02 9.96324542e-09
gen1554perm45 0.2835772903472721 5.32639689e-02 1.25803013e-02 1.53919700e-01 1.52090640e-01 9.64924532e-02 1.17501071e-01 3.02577367e-03 7.09547814e-02 2.16899910e+00 8.78289595e-02 5.26403831e-03 3.98733166e-02 2.39652810e-01 1.15282458e+00 6.08602369e-03 1.35503515e-03 2.97757680e-01 7.09272344e-01 2.03193563e+01 1.21423675e-06 3.30617406e-05 3.02654333e-08 1.10309332e-04 3.22515409e+00 2.37947456e-08 3.45164962e-06 1.75124497e-08 5.98545351e-07 1.14886347e-04 9.45008380e-09 8.38863744e-08 1.22421527e-08 3.52007778e-06 4.68644095e-04 1.60595098e-05 9.21049661e-02 1.12101961e-08
gen1554perm22 0.2836601875786404 5.32639689e-02 1.30192075e-02 1.84129593e-01 1.57171022e-01 1.12338540e-01 1.15768926e-01 3.02577367e-03 6.88694567e-02 1.96404405e+00 8.78289595e-02 5.35296635e-03 3.78494460e-02 2.59830993e-01 8.08431673e-01 8.36801970e-03 1.43049722e-03 2.97757680e-01 7.09603935e-01 2.01051543e+01 9.02975532e-07 3.24102006e-05 3.02654333e-08 1.01861744e-04 3.23896259e+00 2.43648409e-08 3.45164962e-06 1.75124497e-08 5.10989173e-07 1.29938994e-04 7.85933892e-09 8.25288236e-08 1.01083499e-08 3.57917925e-06 4.59103536e-04 1.60371158e-05 9.21049661e-02 1.03016768e-08
gen1554perm80 0.2838899922329954 5.32639689e-02 1.16334180e-02 1.66044631e-01 1.33589440e-01 1.05254856e-01 1.14671790e-01 3.02577367e-03 6.32426020e-02 2.57541995e+00 8.78289595e-02 5.69387053e-03 3.78593059e-02 2.63469745e-01 8.56869962e-01 6.99973830e-03 1.40521039e-03 2.91889618e-01 7.11045011e-01 1.91070661e+01 1.17705544e-06 3.22814246e-05 3.02654333e-08 9.66390489e-05 3.11113253e+00 2.15367234e-08 3.45164962e-06 1.61597385e-08 5.10989173e-07 8.56111648e-05 9.87761026e-09 7.30991163e-08 1.16247261e-08 3.57917925e-06 5.50772764e-04 1.59787120e-05 9.21049661e-02 1.12101961e-08
gen1554perm137 0.2842650037481841 5.32639689e-02 1.07117477e-02 1.52194816e-01 1.51691081e-01 1.07084029e-01 1.23356885e-01 3.02577367e-03 6.82916906e-02 2.19903954e+00 8.86158327e-02 5.35296635e-03 3.78494460e-02 2.82049840e-01 1.07840879e+00 6.70047098e-03 1.37278057e-03 3.23849862e-01 7.09272344e-01 2.16630371e+01 1.07322150e-06 3.24102006e-05 3.02654333e-08 9.42668722e-05 3.78646428e+00 2.62674764e-08 3.20113941e-06 2.11480717e-08 5.10989173e-07 8.09694118e-05 1.11480284e-08 7.35804541e-08 1.05539703e-08 3.84440989e-06 4.65433554e-04 1.76163160e-05 9.21049661e-02 1.17711360e-08
gen1554perm18 0.2842864229822895 5.32639689e-02 1.20240355e-02 1.58930637e-01 1.35855529e-01 1.20738020e-01 1.15369985e-01 3.02577367e-03 7.00286369e-02 2.19903954e+00 8.78289595e-02 5.35453532e-03 4.25614928e-02 2.56038507e-01 1.09583635e+00 6.02438411e-03 1.28033832e-03 2.93280954e-01 7.09272344e-01 2.03193563e+01 1.17705544e-06 3.24102006e-05 3.02654333e-08 1.04608133e-04 3.47732780e+00 2.32721452e-08 3.35984858e-06 1.94497980e-08 5.90624455e-07 1.06575221e-04 1.22545896e-08 7.24012787e-08 9.86022470e-09 3.57917925e-06 4.40533319e-04 1.46906854e-05 9.21049661e-02 1.13082441e-08
gen1554perm17 0.2846790739221908 5.32639689e-02 1.30192075e-02 1.61767081e-01 1.80752231e-01 1.00708778e-01 1.23356885e-01 3.08725696e-03 7.54169547e-02 2.37068551e+00 8.78289595e-02 5.26403831e-03 4.08836627e-02 2.63469745e-01 1.02753442e+00 5.99167853e-03 1.24303206e-03 2.97757680e-01 7.09603935e-01 2.03193563e+01 1.05794825e-06 3.24102006e-05 3.02654333e-08 1.08750460e-04 3.22387968e+00 2.19119692e-08 3.31535292e-06 1.90681948e-08 5.10989173e-07 9.51077542e-05 1.11480284e-08 7.30991163e-08 1.00420676e-08 3.61674514e-06 4.68644095e-04 1.60371158e-05 9.21049661e-02 1.03016768e-08
gen1554perm13 0.2847318045866526 5.06408957e-02 1.32529298e-02 1.67365976e-01 1.23212980e-01 1.13910380e-01 1.15369985e-01 3.08725696e-03 7.00286369e-02 2.19903954e+00 8.86158327e-02 5.35296635e-03 3.87889228e-02 2.63469745e-01 1.13272651e+00 7.88488223e-03 1.25862946e-03 2.97757680e-01 7.09603935e-01 2.12600159e+01 1.15702453e-06 3.24102006e-05 3.02654333e-08 1.08750460e-04 3.47732780e+00 2.40906248e-08 3.31535292e-06 1.69407557e-08 5.04425559e-07 1.26330972e-04 9.06455469e-09 7.30991163e-08 1.03917029e-08 3.61674514e-06 4.40533319e-04 1.60371158e-05 9.21049661e-02 9.65318421e-09
gen1554perm116 0.2848388801038064 5.32639689e-02 1.30192075e-02 1.59764480e-01 1.64958608e-01 1.04769758e-01 1.15369985e-01 2.92670288e-03 7.00286369e-02 2.00546759e+00 8.78289595e-02 5.26403831e-03 4.16867413e-02 2.63469745e-01 8.27644109e-01 7.71546891e-03 1.32424850e-03 2.97757680e-01 7.09603935e-01 2.03193563e+01 1.15702453e-06 3.20837815e-05 3.00967308e-08 1.02941058e-04 3.47732780e+00 2.40663152e-08 3.49397241e-06 1.94497980e-08 5.21477363e-07 1.06575221e-04 9.06455469e-09 8.31561365e-08 1.07820423e-08 3.61674514e-06 4.90673759e-04 1.60371158e-05 9.21049661e-02 1.01160066e-08
gen1554perm96 0.2852415733037451 5.32639689e-02 1.30192075e-02 1.59764480e-01 1.64958608e-01 1.04769758e-01 1.17501071e-01 3.02577367e-03 6.97935227e-02 2.33054051e+00 8.78289595e-02 5.00297009e-03 3.90436709e-02 2.70506491e-01 1.11255691e+00 7.92233418e-03 1.41020703e-03 3.07325253e-01 7.09272344e-01 2.02007765e+01 1.15702453e-06 3.20837815e-05 3.01162987e-08 1.04608133e-04 3.37578026e+00 2.47782380e-08 3.35984858e-06 1.75124497e-08 5.10989173e-07 1.06575221e-04 1.02716864e-08 8.31561365e-08 1.09199091e-08 3.27919307e-06 4.90673759e-04 1.60595098e-05 9.21049661e-02 1.01160066e-08
gen1554perm71 0.2855279153574011 5.32639689e-02 1.21856966e-02 1.61988924e-01 1.85423445e-01 1.25551171e-01 1.23356885e-01 2.98126848e-03 6.77557481e-02 2.21792370e+00 8.78289595e-02 5.00924127e-03 3.87889228e-02 2.56038507e-01 8.56869962e-01 7.21682130e-03 1.28354259e-03 2.97757680e-01 7.09603935e-01 1.95953238e+01 1.17705544e-06 3.24102006e-05 2.92135896e-08 1.04608133e-04 3.47732780e+00 2.60485987e-08 3.31535292e-06 1.75124497e-08 5.16636622e-07 9.07747365e-05 8.43137392e-09 7.80533226e-08 1.17521293e-08 3.61674514e-06 4.68644095e-04 1.60595098e-05 9.21049661e-02 1.17711360e-08
gen1554perm74 0.2856106735138050 5.32639689e-02 1.21856966e-02 1.67365976e-01 1.46918883e-01 1.07084029e-01 1.16549926e-01 3.08532998e-03 5.99967382e-02 2.44990760e+00 8.78289595e-02 5.26403831e-03 3.43634672e-02 2.56510791e-01 8.53956580e-01 8.08842634e-03 1.47919212e-03 3.02972359e-01 7.09272344e-01 2.16630371e+01 9.64045673e-07 3.24102006e-05 2.92845878e-08 9.87549326e-05 3.32273130e+00 2.42965952e-08 3.16667300e-06 1.88688125e-08 5.10989173e-07 9.79078100e-05 8.26091846e-09 6.55954792e-08 1.07820423e-08 3.72148321e-06 4.81035326e-04 1.60371158e-05 9.21049661e-02 1.05964763e-08
gen1554perm65 0.2858368620051577 5.32639689e-02 1.36959985e-02 1.68796865e-01 1.41786933e-01 1.13509862e-01 1.14112758e-01 3.32892628e-03 6.00305517e-02 2.32997135e+00 8.78289595e-02 5.35296635e-03 3.63819344e-02 2.85478889e-01 8.56869962e-01 5.86627870e-03 1.55309861e-03 2.97757680e-01 7.09272344e-01 2.07078756e+01 1.14893227e-06 3.24102006e-05 2.95145466e-08 8.95526243e-05 3.46749053e+00 2.56777562e-08 3.31487194e-06 1.72762083e-08 5.45053320e-07 8.17986738e-05 1.16753276e-08 7.06215525e-08 1.22421527e-08 3.45023812e-06 4.26227944e-04 1.50912875e-05 9.21049661e-02 1.03016768e-08
