Permutation Chi-Sq km10__FREE km11__FREE km12__FREE km13__FREE km14__FREE km15__FREE km16__FREE km17__FREE km18__FREE km19__FREE km1__FREE km20__FREE km21__FREE km22__FREE km23__FREE km24__FREE km2__FREE km3__FREE km9__FREE kp10__FREE kp11__FREE kp12__FREE kp13__FREE kp14__FREE kp15__FREE kp17__FREE kp18__FREE kp19__FREE kp1__FREE kp20__FREE kp21__FREE kp22__FREE kp23__FREE kp24__FREE kp2__FREE kp3__FREE kp9__FREE
gen1754perm70 1.0574806695689529 9.14932771e-02 2.30654936e-02 8.66787860e-02 1.98170439e+00 2.30285700e-02 4.78913309e-03 2.04797405e+00 1.43753000e-02 6.57218354e-01 1.63964887e-01 8.26526967e+00 4.95776859e+00 7.75749812e-02 7.60219481e-02 7.54516279e+00 1.95918443e-01 4.60647513e-02 4.99486261e+00 6.70107937e+01 2.48414646e-07 1.34539790e-05 2.39790875e-08 3.34485221e-06 2.45609778e-03 3.08571386e-07 4.12728211e-06 2.29688820e-08 5.39261371e-05 1.18643294e-05 3.14565196e-05 1.71857611e-06 5.03574800e-06 1.65522464e-07 9.07652676e-08 6.73733914e-06 5.92576682e-01 6.92575942e-06
gen1754perm21 1.0574822703452820 9.14932771e-02 2.56114569e-02 8.66787860e-02 1.98170439e+00 1.76312143e-02 4.14125085e-03 1.99473729e+00 1.43483960e-02 6.36427259e-01 1.65652391e-01 7.97465587e+00 5.32297660e+00 8.15738409e-02 8.23237359e-02 7.54516279e+00 1.95918443e-01 4.60647513e-02 4.99486261e+00 7.06857884e+01 2.11498451e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.60230208e-03 3.12079434e-07 4.07689555e-06 2.37240668e-08 5.51356892e-05 1.18643294e-05 3.05655884e-05 1.20341408e-06 5.16696876e-06 1.52690303e-07 9.34212775e-08 6.73733914e-06 5.92576682e-01 7.34180167e-06
gen1754perm16 1.0575200573874057 9.14932771e-02 2.54007852e-02 8.66787860e-02 1.98170439e+00 1.84403425e-02 3.96174070e-03 2.04797405e+00 1.01212891e-02 6.84175137e-01 1.63368712e-01 7.94659602e+00 4.95776859e+00 7.83824815e-02 1.12070536e-01 7.54516279e+00 1.80276404e-01 4.60647513e-02 4.99486261e+00 6.78635199e+01 2.18077068e-07 1.34160343e-05 2.39790875e-08 3.29032524e-06 2.64594082e-03 3.08114231e-07 3.67645179e-06 2.83280399e-08 5.92459712e-05 1.15278376e-05 2.33628889e-05 1.24614450e-06 4.92504393e-06 1.73296336e-07 8.71412850e-08 6.82728697e-06 5.92576682e-01 6.92575942e-06
gen1754perm135 1.0575235161582204 9.14932771e-02 2.41823437e-02 8.66787860e-02 2.03164920e+00 1.57492898e-02 4.64779495e-03 2.14577339e+00 1.23980042e-02 6.84738126e-01 1.72584244e-01 7.97465587e+00 6.18889040e+00 8.79140875e-02 9.08292117e-02 8.15466242e+00 1.96643591e-01 4.60647513e-02 4.75132258e+00 6.46496314e+01 2.11498451e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.83180909e-03 3.37286283e-07 4.19433757e-06 2.89683415e-08 5.62435514e-05 1.18643294e-05 2.33628889e-05 1.48689727e-06 5.16696876e-06 1.52098655e-07 8.20329443e-08 6.73733914e-06 5.65748672e-01 6.92575942e-06
gen1754perm139 1.0575594452253025 9.14932771e-02 2.42374146e-02 8.66787860e-02 1.98170439e+00 1.82481803e-02 4.28009448e-03 2.04797405e+00 1.21576328e-02 6.80370776e-01 1.72829687e-01 7.94659602e+00 5.55179413e+00 8.36063912e-02 1.00369340e-01 7.15491913e+00 1.92858803e-01 4.60647513e-02 4.99486261e+00 6.46496314e+01 2.00737634e-07 1.34539790e-05 2.39790875e-08 3.19377277e-06 2.65875780e-03 3.12079434e-07 3.78663316e-06 2.89683415e-08 5.94359683e-05 1.18643294e-05 2.02861974e-05 1.70798871e-06 5.24042417e-06 1.39705735e-07 8.74658656e-08 6.73733914e-06 5.92576682e-01 7.03149004e-06
gen1754perm2 1.0575685825972541 9.14932771e-02 2.42374146e-02 8.61762597e-02 1.98170439e+00 1.77089623e-02 4.98384429e-03 2.04797405e+00 1.21576328e-02 7.38718951e-01 1.55352454e-01 7.97465587e+00 5.82623858e+00 7.75749812e-02 1.01175199e-01 8.13019073e+00 1.85152720e-01 4.60647513e-02 4.99486261e+00 6.63154474e+01 2.22653124e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.64594082e-03 3.08114231e-07 3.94442340e-06 2.81384058e-08 6.26378761e-05 1.08831032e-05 3.28952808e-05 1.41733685e-06 4.92504393e-06 1.65522464e-07 9.45738842e-08 7.01284637e-06 5.92576682e-01 7.34180602e-06
gen1754perm79 1.0576345486718293 9.14932771e-02 2.42374146e-02 8.66787860e-02 1.98170439e+00 2.13678740e-02 3.98499113e-03 1.97059283e+00 1.30527278e-02 7.14037267e-01 1.65652391e-01 7.94659602e+00 4.95776859e+00 7.75749812e-02 1.16786227e-01 7.54516279e+00 1.95918443e-01 4.76320736e-02 4.99486261e+00 6.90783179e+01 1.97847159e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.81381595e-03 3.12079434e-07 3.91768813e-06 2.63756457e-08 5.71235833e-05 1.18643294e-05 3.28788645e-05 1.16052816e-06 4.92504393e-06 1.72459368e-07 8.74658656e-08 6.73733914e-06 5.92576682e-01 6.74329703e-06
gen1754perm128 1.0576434255493479 9.14932771e-02 2.41823437e-02 8.66787860e-02 1.98170439e+00 1.82481803e-02 4.84052655e-03 2.04797405e+00 1.28955586e-02 7.31677803e-01 1.50758334e-01 7.64811273e+00 5.55179413e+00 7.75749812e-02 9.95805405e-02 7.81952343e+00 1.88156567e-01 4.60647513e-02 4.99486261e+00 6.46496314e+01 2.37012947e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.61351680e-03 3.35383480e-07 3.92940628e-06 2.22901138e-08 5.68746915e-05 1.18643294e-05 2.92267231e-05 1.20588234e-06 5.12061501e-06 1.76353472e-07 8.31806367e-08 6.73733914e-06 5.92576682e-01 6.50907629e-06
gen1754perm66 1.0576620662214666 9.14932771e-02 2.41823437e-02 8.66787860e-02 1.98170439e+00 1.76312143e-02 4.64779495e-03 2.22748859e+00 1.25187755e-02 6.80370776e-01 1.65652391e-01 7.97465587e+00 5.31099825e+00 7.47373301e-02 1.16786227e-01 6.99750828e+00 1.83923879e-01 4.41625745e-02 4.99486261e+00 6.55128985e+01 2.12133072e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.60230208e-03 2.84465990e-07 3.40746350e-06 2.83280399e-08 5.34573573e-05 1.17153988e-05 3.05655884e-05 1.87740758e-06 4.92504393e-06 1.56282392e-07 8.31806367e-08 6.73733914e-06 5.92576682e-01 7.50910591e-06
gen1754perm64 1.0577045445844948 9.14932771e-02 2.42374146e-02 8.66787860e-02 1.98170439e+00 1.80829701e-02 4.58968469e-03 2.04797405e+00 1.01212891e-02 7.29980263e-01 1.51518199e-01 7.97465587e+00 4.95776859e+00 8.07725310e-02 9.03231443e-02 7.81952343e+00 1.80276404e-01 4.60647513e-02 4.99486261e+00 6.87017055e+01 2.37929906e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.64219186e-03 3.12079434e-07 4.07689555e-06 3.03238532e-08 5.35044224e-05 1.24159713e-05 3.05661253e-05 1.20341408e-06 4.92504393e-06 1.73782004e-07 9.03495042e-08 6.73733914e-06 5.92576682e-01 6.92575942e-06
gen1754perm105 1.0577516971782459 9.07181755e-02 2.41823437e-02 8.66787860e-02 1.97449512e+00 1.82481803e-02 5.29797521e-03 2.04797405e+00 1.23318633e-02 7.26148124e-01 1.63399236e-01 7.97465587e+00 6.18889040e+00 1.01017152e-01 1.06897451e-01 7.68782220e+00 2.11369106e-01 4.60647513e-02 4.99486261e+00 6.24082208e+01 2.18077068e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.61351680e-03 3.12079434e-07 4.04144285e-06 2.83280399e-08 5.34573573e-05 1.18643294e-05 2.60193406e-05 1.59270328e-06 4.51211106e-06 1.65522464e-07 8.31806367e-08 6.73733914e-06 5.92576682e-01 6.92575942e-06
gen1754perm131 1.0577519226335599 9.14932771e-02 2.41823437e-02 8.62913659e-02 1.98170439e+00 2.24859503e-02 3.98499113e-03 1.85685636e+00 1.13899793e-02 6.98405300e-01 1.69893830e-01 8.64044349e+00 5.55179413e+00 8.18544201e-02 1.16786227e-01 6.27695223e+00 1.54998072e-01 4.60647513e-02 4.99486261e+00 6.46496314e+01 2.37012947e-07 1.34539790e-05 2.39790875e-08 3.43148639e-06 2.60230208e-03 2.90307399e-07 3.78663316e-06 2.83929446e-08 4.74340970e-05 1.21893667e-05 2.28590064e-05 1.48172227e-06 4.56106881e-06 1.65522464e-07 8.31806367e-08 6.73733914e-06 5.92576682e-01 6.92575942e-06
gen1754perm97 1.0577934356423246 9.14932771e-02 2.39380208e-02 8.66787860e-02 1.89950136e+00 1.75561902e-02 5.24820434e-03 1.92875737e+00 1.31531141e-02 7.26148124e-01 1.65652391e-01 7.97465587e+00 5.36097749e+00 8.56470401e-02 9.43581859e-02 7.68782220e+00 2.11369106e-01 4.64874880e-02 4.99486261e+00 6.68436064e+01 2.32483353e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.78261276e-03 3.26218788e-07 3.76546889e-06 2.83280399e-08 5.65030658e-05 1.18291570e-05 3.03010667e-05 1.20341408e-06 5.20996768e-06 1.73782004e-07 9.32029810e-08 6.73733914e-06 5.92576682e-01 6.92575942e-06
gen1754perm98 1.0578390197756193 9.14932771e-02 2.41823437e-02 8.66787860e-02 1.88466522e+00 1.93926137e-02 4.82071116e-03 2.04797405e+00 1.10781924e-02 7.26148124e-01 1.65652391e-01 7.94659602e+00 6.18889040e+00 8.56470401e-02 1.09536764e-01 7.54516279e+00 1.67412280e-01 4.60647513e-02 4.99486261e+00 6.29972292e+01 2.37929906e-07 1.34149367e-05 2.39790875e-08 3.29032524e-06 2.67766855e-03 3.21992232e-07 4.12728211e-06 3.07619164e-08 6.36982653e-05 1.09248479e-05 2.60193406e-05 1.20341408e-06 4.92504393e-06 1.60152052e-07 1.06535940e-07 7.06462104e-06 5.92576682e-01 6.92575942e-06
gen1754perm32 1.0578462261198367 9.14932771e-02 2.51254021e-02 8.66787860e-02 1.98170439e+00 1.82481803e-02 3.98499113e-03 2.04797405e+00 1.33398277e-02 6.80370776e-01 1.65652391e-01 7.97465587e+00 4.95776859e+00 7.07017958e-02 8.62600187e-02 8.06558296e+00 1.82532069e-01 4.60647513e-02 4.99486261e+00 6.17036306e+01 2.34055296e-07 1.34539790e-05 2.39790875e-08 3.43783195e-06 2.60230208e-03 3.12079434e-07 4.07689555e-06 2.83280399e-08 5.68271345e-05 1.18643294e-05 2.48548109e-05 1.16052816e-06 4.92504393e-06 1.68578307e-07 9.51591854e-08 6.73733914e-06 5.92576682e-01 6.92575942e-06
gen1754perm63 1.0579949746462511 9.14932771e-02 2.41823437e-02 8.66787860e-02 1.98170439e+00 1.98296889e-02 5.02787014e-03 2.46837272e+00 1.32414193e-02 7.75290272e-01 1.65652391e-01 7.94659602e+00 5.03118133e+00 7.75749812e-02 9.43581859e-02 7.54516279e+00 1.80276404e-01 4.62123911e-02 4.99486261e+00 6.47533701e+01 2.26163240e-07 1.37344688e-05 2.39790875e-08 3.21978840e-06 2.60230208e-03 3.09340321e-07 4.12728211e-06 2.31054319e-08 5.92459712e-05 1.22265477e-05 3.01428910e-05 1.16052816e-06 4.92504393e-06 1.63058130e-07 6.22714300e-08 6.73733914e-06 5.92576682e-01 8.32616665e-06
gen1754perm120 1.0580688830760441 9.14932771e-02 2.41823437e-02 8.66787860e-02 2.10309736e+00 1.82481803e-02 4.64779495e-03 2.04797405e+00 1.21576328e-02 7.26148124e-01 1.65652391e-01 7.97465587e+00 6.18889040e+00 1.01017152e-01 9.43581859e-02 7.89703810e+00 1.96643591e-01 4.40115650e-02 4.99486261e+00 6.03516536e+01 2.11502249e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.60230208e-03 2.90823347e-07 3.80814471e-06 2.89683415e-08 5.34573573e-05 1.18643294e-05 3.28952808e-05 1.71857611e-06 5.01148823e-06 1.65522464e-07 8.31806367e-08 6.73702851e-06 5.92576682e-01 6.99280559e-06
gen1754perm15 1.0581102999888541 9.14932771e-02 2.41823437e-02 8.66787860e-02 1.92083465e+00 1.85099709e-02 3.63350977e-03 2.04797405e+00 9.54720313e-03 6.69354146e-01 1.80361050e-01 7.97465587e+00 4.59235512e+00 7.75749812e-02 9.43581859e-02 6.09103384e+00 1.95918443e-01 4.60647513e-02 4.99486261e+00 6.75138654e+01 2.34055296e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.60230208e-03 3.30935300e-07 4.27193064e-06 2.83280399e-08 5.85294614e-05 1.22833584e-05 2.23804057e-05 1.27722267e-06 4.86876654e-06 1.73296336e-07 1.01502017e-07 6.73733914e-06 5.92576682e-01 6.70904919e-06
gen1754perm3 1.0581393712934735 9.14932771e-02 2.43408161e-02 8.66787860e-02 2.03800610e+00 1.77464733e-02 5.45821291e-03 1.90468716e+00 1.33398277e-02 6.59130646e-01 1.72180707e-01 7.97465587e+00 5.50211382e+00 8.74482561e-02 1.16786227e-01 6.97231900e+00 1.95918443e-01 4.60647513e-02 4.99879791e+00 6.20800696e+01 2.22653124e-07 1.37316558e-05 2.39790875e-08 3.29032524e-06 2.62322065e-03 2.75172916e-07 3.78663316e-06 2.90163310e-08 5.67224868e-05 1.14547621e-05 3.14565196e-05 1.20341408e-06 5.12195430e-06 1.44945280e-07 9.37948685e-08 6.73733914e-06 5.92576682e-01 7.20480769e-06
gen1754perm140 1.0581708290884064 9.14932771e-02 2.42374146e-02 8.66787860e-02 1.98170439e+00 2.24859503e-02 3.63350977e-03 2.23418357e+00 1.33398277e-02 8.05827584e-01 1.79523802e-01 7.97465587e+00 4.95776859e+00 7.75749812e-02 1.16786227e-01 7.57668679e+00 2.11369106e-01 4.83797849e-02 4.99486261e+00 7.07434424e+01 2.34055296e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.60502660e-03 2.99476304e-07 3.78663316e-06 2.90163310e-08 5.23232367e-05 1.18643294e-05 2.34708105e-05 1.53609862e-06 5.97698615e-06 1.52232208e-07 6.28350972e-08 6.73733914e-06 5.92576682e-01 6.92575942e-06
gen1754perm13 1.0582763235362072 9.14932771e-02 2.42374146e-02 8.66787860e-02 1.98170439e+00 1.79403982e-02 3.98499113e-03 2.04797405e+00 1.33398277e-02 7.47199415e-01 1.72200460e-01 7.94659602e+00 5.18825338e+00 7.75749812e-02 1.16786227e-01 6.18686921e+00 1.95918443e-01 4.60647513e-02 4.99486261e+00 6.77229492e+01 2.19884137e-07 1.40939405e-05 2.39790875e-08 3.29032524e-06 2.60230208e-03 3.22333818e-07 3.35922545e-06 2.82357776e-08 6.26564019e-05 1.18643294e-05 3.14565196e-05 1.16052816e-06 4.92504393e-06 1.72459368e-07 1.01076831e-07 6.73733914e-06 5.92576682e-01 6.92575942e-06
gen1754perm124 1.0583368404182707 9.14932771e-02 2.42374146e-02 8.66787860e-02 1.97449512e+00 1.76312143e-02 4.23427246e-03 2.04797405e+00 1.21576328e-02 7.26148124e-01 1.65652391e-01 7.97465587e+00 5.18825338e+00 7.75749812e-02 1.16786227e-01 6.17038115e+00 1.95918443e-01 4.60647513e-02 4.99486261e+00 6.46496314e+01 2.32483353e-07 1.33959408e-05 2.39790875e-08 3.08647840e-06 2.82583785e-03 3.26218788e-07 3.76546889e-06 2.83280399e-08 6.36982653e-05 1.18643294e-05 2.33628889e-05 1.10211801e-06 4.50179610e-06 1.62829738e-07 8.74658656e-08 6.73733914e-06 5.92576682e-01 6.92575942e-06
gen1754perm130 1.0583369116829651 9.14932771e-02 2.20676029e-02 8.62088769e-02 1.98170439e+00 2.24859503e-02 3.73588087e-03 2.01438258e+00 1.27109666e-02 7.14037267e-01 1.79523802e-01 7.97465587e+00 5.46136472e+00 8.27540974e-02 1.08455709e-01 7.54516279e+00 1.84018965e-01 4.60647513e-02 4.94334327e+00 6.63154474e+01 1.98333299e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.64594082e-03 3.10790196e-07 3.84273225e-06 2.83280399e-08 5.85294614e-05 1.18643294e-05 3.28788645e-05 1.48172227e-06 5.97698615e-06 1.56037211e-07 9.23820348e-08 6.62828595e-06 5.92576682e-01 6.66323375e-06
gen1754perm77 1.0584446670619392 9.14932771e-02 2.42374146e-02 8.66787860e-02 1.98170439e+00 2.24859503e-02 3.98499113e-03 2.04797405e+00 1.45819043e-02 6.80370776e-01 1.65652391e-01 7.94659602e+00 4.95776859e+00 7.75749812e-02 8.88408897e-02 7.14088503e+00 1.95918443e-01 4.60647513e-02 4.99486261e+00 6.46496314e+01 2.34055296e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.54795501e-03 3.02974435e-07 4.00307802e-06 2.83280399e-08 5.65467806e-05 1.10490839e-05 2.48548109e-05 1.16052816e-06 5.97698615e-06 1.65522464e-07 6.28350972e-08 6.73733914e-06 5.92576682e-01 6.88998340e-06
gen1754perm89 1.0584481393050991 9.14932771e-02 2.41823437e-02 8.66787860e-02 1.98170439e+00 1.98599938e-02 4.26078964e-03 2.31055905e+00 1.21576328e-02 8.05827584e-01 1.79523802e-01 7.97465587e+00 5.49937376e+00 1.01017152e-01 1.07514951e-01 8.09378505e+00 2.43183960e-01 4.60739769e-02 4.99486261e+00 6.46496314e+01 2.24080759e-07 1.34539790e-05 2.39790875e-08 3.13241385e-06 2.61351680e-03 3.12079434e-07 3.73694979e-06 2.78661165e-08 5.71235833e-05 1.18643294e-05 2.23757734e-05 1.64178440e-06 4.98875622e-06 1.31471509e-07 8.31806367e-08 6.73733914e-06 5.90546421e-01 6.92575942e-06
gen1754perm126 1.0584961884292594 9.14932771e-02 2.42374146e-02 8.66787860e-02 1.98170439e+00 1.97195522e-02 5.30561628e-03 2.04797405e+00 1.42504190e-02 7.34798936e-01 1.49918769e-01 7.97465587e+00 4.61361115e+00 7.75749812e-02 7.83875386e-02 7.54516279e+00 1.95918443e-01 4.60647513e-02 4.99486261e+00 6.72812684e+01 2.21695142e-07 1.41178235e-05 2.39790875e-08 3.24949968e-06 2.58265303e-03 3.21992232e-07 3.98716387e-06 2.69785032e-08 5.39261371e-05 1.18247293e-05 2.27599723e-05 1.87740758e-06 4.92504393e-06 1.38721932e-07 8.71412850e-08 6.73733914e-06 5.92576682e-01 6.92575942e-06
gen1754perm57 1.0585109952504239 9.14932771e-02 2.41823437e-02 8.66787860e-02 1.98170439e+00 1.54491678e-02 5.06241925e-03 2.04797405e+00 1.27124249e-02 7.43862750e-01 1.52204750e-01 7.97465587e+00 5.55179413e+00 7.47373301e-02 8.88408897e-02 7.66507680e+00 2.16134046e-01 4.89770344e-02 4.99486261e+00 6.54588447e+01 2.22653124e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.60230208e-03 3.13076658e-07 4.05114527e-06 2.89683415e-08 5.71235833e-05 1.18643294e-05 2.33628889e-05 1.71857611e-06 4.92504393e-06 1.65522464e-07 8.31806367e-08 6.73733914e-06 5.92576682e-01 6.92575942e-06
gen1754perm59 1.0585841770583664 9.14932771e-02 2.40567496e-02 8.66787860e-02 1.98170439e+00 1.82481803e-02 3.83721739e-03 1.97280043e+00 1.04386311e-02 6.80370776e-01 1.86079154e-01 7.94659602e+00 4.95776859e+00 7.75749812e-02 9.73113040e-02 7.14088503e+00 1.95918443e-01 4.60647513e-02 4.99486261e+00 6.75929000e+01 2.16254549e-07 1.34539790e-05 2.39790875e-08 3.29032524e-06 2.60230208e-03 3.64542268e-07 3.78663316e-06 2.29688820e-08 5.41520946e-05 1.18643294e-05 3.14565196e-05 1.71857611e-06 4.92504393e-06 1.73296336e-07 9.53616722e-08 7.13654326e-06 5.92576682e-01 6.92575942e-06
