Permutation Chi-Sq km10__FREE km11__FREE km12__FREE km13__FREE km14__FREE km15__FREE km16__FREE km17__FREE km18__FREE km19__FREE km1__FREE km20__FREE km21__FREE km22__FREE km23__FREE km24__FREE km2__FREE km3__FREE km9__FREE kp10__FREE kp11__FREE kp12__FREE kp13__FREE kp14__FREE kp15__FREE kp17__FREE kp18__FREE kp19__FREE kp1__FREE kp20__FREE kp21__FREE kp22__FREE kp23__FREE kp24__FREE kp2__FREE kp3__FREE kp9__FREE
gen1390perm134 0.2848849065247391 3.41708194e-02 4.21626482e-02 1.34946186e-01 4.62007895e+01 8.57885586e+01 1.37804889e-03 5.55800905e-04 1.14910744e-02 2.33469679e-03 2.04110354e+00 2.79978369e-02 1.23350706e+00 1.02023825e-02 1.53178215e-01 1.37985328e-02 1.61040364e-01 2.39655905e-01 1.17221815e+00 3.60039535e+00 2.06769576e-08 3.42108755e-06 3.17257387e-04 4.98495496e-05 5.18451697e+01 2.17614143e-08 4.47834487e-07 3.28419202e-09 4.21547965e-05 7.15227909e-05 4.24248375e-07 3.27877721e-06 2.24384910e-08 3.75863002e-06 4.43058506e-03 1.33722083e-05 1.51225358e-01 2.11940515e-08
gen1390perm105 0.2850682673296377 3.46384464e-02 4.21626482e-02 1.31960880e-01 4.42723021e+01 7.32866762e+01 1.23624799e-03 5.72274889e-04 1.13360780e-02 2.09915893e-03 2.19030531e+00 2.76086887e-02 1.27419293e+00 1.07707403e-02 1.53178215e-01 1.36210389e-02 1.45605816e-01 2.50654250e-01 1.17053473e+00 3.14820779e+00 1.72173214e-08 3.60144519e-06 2.94804620e-04 4.95773671e-05 5.15912206e+01 2.16393013e-08 4.41681197e-07 3.58870169e-09 4.21547965e-05 7.37208175e-05 4.49023833e-07 3.58262279e-06 2.59813435e-08 4.08571509e-06 5.54588112e-03 1.34089350e-05 1.50782005e-01 1.47151114e-08
gen1390perm68 0.2854344485820517 3.28517167e-02 4.21626482e-02 1.35090117e-01 4.42723021e+01 7.75502231e+01 1.16330517e-03 4.59392610e-04 1.25050085e-02 2.18902701e-03 2.04110354e+00 2.59844089e-02 1.23350706e+00 1.04765755e-02 1.53178215e-01 1.44041959e-02 1.51854957e-01 2.53124475e-01 1.15064741e+00 3.35714438e+00 1.72396581e-08 3.42108755e-06 2.94804620e-04 4.95773671e-05 4.80383109e+01 2.17614143e-08 4.66693292e-07 3.28419202e-09 4.21547965e-05 7.01909137e-05 4.54119449e-07 3.44220687e-06 2.43426729e-08 3.88678593e-06 5.05331258e-03 1.33722083e-05 1.51225358e-01 1.24614083e-08
gen1390perm129 0.2867368183044380 3.46384464e-02 4.26806527e-02 1.23993610e-01 4.42723021e+01 7.32866762e+01 1.23624799e-03 5.26572328e-04 1.26481019e-02 1.76451110e-03 2.19030531e+00 2.69919854e-02 1.23350706e+00 1.07707403e-02 1.53178215e-01 1.28838909e-02 1.78803267e-01 2.50654250e-01 1.17221815e+00 3.92395994e+00 1.90000392e-08 3.36412371e-06 2.90631675e-04 4.61469224e-05 4.75866396e+01 2.57684076e-08 4.41681197e-07 3.31481988e-09 4.62366639e-05 6.77807856e-05 4.19984971e-07 3.44220687e-06 2.42730200e-08 3.92589880e-06 5.54588112e-03 1.30358109e-05 1.50782005e-01 1.43439587e-08
gen1390perm141 0.2873293934595195 3.56075526e-02 4.21626482e-02 1.34946186e-01 4.65299626e+01 8.58710940e+01 1.34670107e-03 5.10409527e-04 1.25050085e-02 1.97605723e-03 2.04110354e+00 2.69919854e-02 1.25048630e+00 1.02465863e-02 1.68461379e-01 1.34929133e-02 1.78803267e-01 2.37028452e-01 1.15064741e+00 3.44413496e+00 1.93679135e-08 3.42108755e-06 3.17257387e-04 4.95773671e-05 4.75866396e+01 2.17614143e-08 5.65262540e-07 3.31481988e-09 3.63928971e-05 7.69704392e-05 4.65570107e-07 3.03494511e-06 2.40698169e-08 3.80370842e-06 4.93024955e-03 1.33722083e-05 1.50782005e-01 2.11940515e-08
gen1390perm35 0.2878755936316627 3.27945277e-02 4.14637071e-02 1.11733550e-01 4.36851762e+01 8.57885586e+01 1.37804889e-03 5.06295997e-04 1.13360780e-02 2.12819353e-03 2.04110354e+00 2.70858984e-02 1.23350706e+00 1.07383284e-02 1.50838681e-01 1.34929133e-02 1.50591754e-01 2.37028452e-01 1.17221815e+00 3.90240900e+00 2.07123123e-08 3.29957901e-06 3.20949699e-04 5.28678763e-05 5.07182848e+01 2.12618244e-08 4.46370091e-07 3.65866724e-09 4.44983920e-05 7.69704392e-05 4.39492182e-07 3.38148932e-06 2.40237523e-08 3.88678593e-06 4.82068798e-03 1.34381277e-05 1.51225358e-01 2.00875868e-08
gen1390perm36 0.2879227100977217 3.61852854e-02 4.14637071e-02 1.26980401e-01 4.53729629e+01 8.57885586e+01 1.39487295e-03 5.26572328e-04 1.03875231e-02 2.21970331e-03 2.11220274e+00 2.59844089e-02 1.28895951e+00 1.02023825e-02 1.68461379e-01 1.42826734e-02 1.78803267e-01 2.37028452e-01 1.17221815e+00 4.28341149e+00 1.84696270e-08 3.53780106e-06 3.30521497e-04 4.87367960e-05 4.76498760e+01 2.11249113e-08 5.29135815e-07 3.52124359e-09 3.56723143e-05 7.85560321e-05 3.53299301e-07 3.10310472e-06 2.02767421e-08 4.03941886e-06 5.19351678e-03 1.30358109e-05 1.50469050e-01 1.27387223e-08
gen1390perm24 0.2880399158280724 3.41708194e-02 3.79707044e-02 1.33971032e-01 4.53729629e+01 7.32654065e+01 1.35024808e-03 6.19111302e-04 1.13360780e-02 2.44454178e-03 2.19030531e+00 2.59844089e-02 1.23350706e+00 1.02023825e-02 1.53178215e-01 1.45271251e-02 1.51854957e-01 2.53124475e-01 1.15625123e+00 3.32622148e+00 1.90000392e-08 3.09686979e-06 2.94804620e-04 4.95773671e-05 4.75866396e+01 2.17614143e-08 4.05315191e-07 2.98729982e-09 4.21547965e-05 7.13342564e-05 4.85391011e-07 3.58262279e-06 2.45978179e-08 3.99996992e-06 5.19129836e-03 1.30358109e-05 1.51225358e-01 1.47151114e-08
gen1390perm8 0.2880578381178905 3.64831642e-02 4.21626482e-02 1.34946186e-01 4.42723021e+01 7.32654065e+01 1.24709344e-03 5.55800905e-04 9.89202605e-03 2.13983440e-03 2.04110354e+00 2.79978369e-02 1.27419293e+00 1.07707403e-02 1.50767547e-01 1.35810274e-02 1.51854957e-01 2.43381416e-01 1.15064741e+00 3.64118731e+00 1.71282096e-08 3.42108755e-06 3.21021488e-04 4.95773671e-05 4.75866396e+01 1.97438968e-08 4.44061990e-07 3.28419202e-09 3.98799181e-05 7.60036878e-05 4.54119449e-07 3.44220687e-06 2.42730200e-08 3.96340887e-06 5.10124442e-03 1.25421859e-05 1.50771729e-01 1.94511402e-08
gen1390perm108 0.2880677099301079 3.66105441e-02 4.14637071e-02 1.34946186e-01 4.40903615e+01 8.63585943e+01 1.24709344e-03 5.46753903e-04 1.09421766e-02 1.76451110e-03 2.10732380e+00 2.69919854e-02 1.23350706e+00 1.02074125e-02 1.57878666e-01 1.34929133e-02 1.54189763e-01 2.43381416e-01 1.15625123e+00 3.59032292e+00 2.29602887e-08 3.42108755e-06 2.94804620e-04 4.47292734e-05 5.19813058e+01 2.17614143e-08 4.41681197e-07 3.31481988e-09 3.84816632e-05 7.20664133e-05 4.01878990e-07 3.10310472e-06 2.43426729e-08 3.80370842e-06 4.82068798e-03 1.25146751e-05 1.50782005e-01 2.11940515e-08
gen1390perm23 0.2888702829348246 3.51933689e-02 4.21626482e-02 1.26710306e-01 4.35011671e+01 7.32866762e+01 1.30864446e-03 5.55800905e-04 1.29938560e-02 2.09915893e-03 2.04110354e+00 2.79978369e-02 1.23350706e+00 1.07707403e-02 1.53178215e-01 1.34929133e-02 1.61712773e-01 2.50654250e-01 1.15064741e+00 3.14820779e+00 1.71282096e-08 3.53780106e-06 2.94804620e-04 4.52464411e-05 4.75866396e+01 2.17614143e-08 4.41681197e-07 3.28419202e-09 4.22734515e-05 6.44658559e-05 3.92124262e-07 3.44220687e-06 2.59813435e-08 3.88678593e-06 5.59100106e-03 1.33722083e-05 1.48487427e-01 1.46043108e-08
gen1390perm100 0.2892454684591836 3.46384464e-02 4.26806527e-02 1.06024479e-01 4.42723021e+01 8.63585943e+01 1.43250929e-03 5.32878443e-04 1.26481019e-02 2.13983440e-03 2.33122490e+00 2.85582519e-02 1.23350706e+00 1.02120790e-02 1.62242212e-01 1.34929133e-02 1.45605816e-01 2.54263886e-01 1.15625123e+00 3.27394480e+00 2.14037285e-08 3.42108755e-06 3.22257290e-04 5.00994199e-05 5.12244957e+01 2.57684076e-08 4.41681197e-07 3.55284658e-09 4.21547965e-05 7.09853455e-05 4.04165676e-07 3.39048959e-06 2.48013579e-08 4.07756865e-06 4.82068798e-03 1.35849074e-05 1.51225358e-01 2.15405498e-08
gen1390perm18 0.2901220197183143 3.47361648e-02 4.18946478e-02 1.11733550e-01 4.42723021e+01 7.12977261e+01 1.32430923e-03 4.35676896e-04 1.13360780e-02 2.21970331e-03 2.26198012e+00 2.59844089e-02 1.31023947e+00 1.02023825e-02 1.53178215e-01 1.35155073e-02 1.47912742e-01 2.37028452e-01 1.17221815e+00 3.32150382e+00 1.94321737e-08 3.82949786e-06 2.97519009e-04 5.27309367e-05 5.07182848e+01 2.11249113e-08 4.66693292e-07 3.92947186e-09 3.81952780e-05 6.29580453e-05 4.24248375e-07 3.44220687e-06 2.40237523e-08 3.88678593e-06 4.09932960e-03 1.34532854e-05 1.51225358e-01 1.27968830e-08
gen1390perm66 0.2903668800412907 3.52572278e-02 3.98927429e-02 1.27314812e-01 4.42723021e+01 7.75502231e+01 1.39487295e-03 5.55800905e-04 1.14397353e-02 2.23592491e-03 2.04110354e+00 2.92226832e-02 1.28895951e+00 1.08294472e-02 1.68461379e-01 1.36972167e-02 1.39782876e-01 2.25257602e-01 1.17053473e+00 4.23519876e+00 2.07123123e-08 3.30948817e-06 3.22217043e-04 4.95773671e-05 4.75866396e+01 2.29719395e-08 4.19964766e-07 3.12455197e-09 3.56723143e-05 6.69620337e-05 4.50404900e-07 3.44220687e-06 2.42730200e-08 3.91693542e-06 4.57119096e-03 1.31089528e-05 1.51225358e-01 1.31874992e-08
gen1390perm38 0.2913623658211537 3.46541427e-02 4.23029653e-02 1.34946186e-01 4.42723021e+01 8.12138124e+01 1.34229758e-03 5.62916391e-04 1.25050085e-02 1.76451110e-03 2.04469243e+00 2.80124613e-02 1.23350706e+00 1.05103091e-02 1.54135333e-01 1.42826734e-02 1.59489463e-01 2.43381416e-01 1.15064741e+00 4.03134490e+00 2.07123123e-08 3.34190443e-06 3.18341850e-04 4.80107307e-05 4.75866396e+01 2.29417820e-08 4.00808543e-07 3.36174734e-09 4.21547965e-05 7.72422811e-05 5.27904147e-07 2.90524539e-06 2.42730200e-08 3.92589880e-06 4.97312164e-03 1.30358109e-05 1.51225358e-01 2.15681711e-08
gen1390perm52 0.2914403384257982 3.60999785e-02 4.21626482e-02 1.27187018e-01 4.36175439e+01 7.75502231e+01 1.23624799e-03 5.83021404e-04 1.03875231e-02 1.97605723e-03 2.04110354e+00 2.97887745e-02 1.23350706e+00 1.07988465e-02 1.49408074e-01 1.34929133e-02 1.78803267e-01 2.47565009e-01 1.17053473e+00 3.44413496e+00 1.74467379e-08 3.19387040e-06 2.90162761e-04 4.89370133e-05 4.90537164e+01 2.17614143e-08 6.19205870e-07 2.92352806e-09 4.21547965e-05 7.24413014e-05 4.01878990e-07 3.58262279e-06 2.60146185e-08 3.73171640e-06 4.88035227e-03 1.30358109e-05 1.51225358e-01 1.87448860e-08
gen1390perm16 0.2914807130073103 3.58261249e-02 4.07835806e-02 1.34795029e-01 4.36688352e+01 7.60296790e+01 1.34522772e-03 5.08032973e-04 1.13141110e-02 2.27012979e-03 2.29550397e+00 2.50335735e-02 1.28895951e+00 1.07988465e-02 1.63367902e-01 1.34929133e-02 1.51854957e-01 2.23407732e-01 1.15625123e+00 3.64057197e+00 1.84696270e-08 3.21888881e-06 2.94804620e-04 4.97627567e-05 4.76225986e+01 2.17614143e-08 4.65164511e-07 3.12455197e-09 4.21547965e-05 7.11770350e-05 3.90720000e-07 3.44220687e-06 2.58351798e-08 3.96340887e-06 4.19751357e-03 1.32420314e-05 1.50782005e-01 1.53327783e-08
gen1390perm74 0.2921735001973938 3.27945277e-02 4.21626482e-02 1.11733550e-01 4.62007895e+01 8.57885586e+01 1.37804889e-03 5.55800905e-04 1.13360780e-02 2.21970331e-03 2.22094293e+00 2.59844089e-02 1.23350706e+00 1.02023825e-02 1.53178215e-01 1.19664201e-02 1.76866942e-01 2.37028452e-01 1.15625123e+00 3.90240900e+00 1.74546584e-08 3.53780106e-06 2.97519009e-04 5.28678763e-05 5.12244957e+01 2.02198238e-08 4.41681197e-07 3.31481988e-09 4.21547965e-05 6.40842201e-05 4.24248375e-07 3.40966934e-06 2.43426729e-08 3.88678593e-06 4.82068798e-03 1.32622049e-05 1.50782005e-01 1.77932015e-08
gen1390perm128 0.2924478907281520 3.42932840e-02 4.21626482e-02 1.45282081e-01 4.42723021e+01 7.32654065e+01 1.23624799e-03 4.79627838e-04 1.02140129e-02 2.36288647e-03 2.12763639e+00 2.22520869e-02 1.23350706e+00 1.02465863e-02 1.65157312e-01 1.33663862e-02 1.78803267e-01 2.53124475e-01 1.15064741e+00 3.59032292e+00 1.57669389e-08 3.53780106e-06 2.94804620e-04 4.91924910e-05 4.80383109e+01 2.22525291e-08 4.41681197e-07 3.49936987e-09 4.48772464e-05 7.13342564e-05 4.54119449e-07 3.44220687e-06 2.42730200e-08 3.99996992e-06 5.05331258e-03 1.25474882e-05 1.50782005e-01 1.27473478e-08
gen1390perm142 0.2928895672920673 3.49908746e-02 4.14637071e-02 1.06024479e-01 4.42723021e+01 7.12977261e+01 1.24709344e-03 4.54373856e-04 1.06246868e-02 1.76451110e-03 2.10163669e+00 2.79978369e-02 1.23350706e+00 1.07988465e-02 1.68461379e-01 1.45395105e-02 1.70710780e-01 2.50411116e-01 1.17221815e+00 3.59032292e+00 1.89805956e-08 3.42038779e-06 2.94804620e-04 4.95773671e-05 5.19813058e+01 2.12618244e-08 4.79740750e-07 3.36253019e-09 3.24699105e-05 7.24413014e-05 3.53299301e-07 3.44220687e-06 2.40237523e-08 3.99996992e-06 4.82068798e-03 1.24623536e-05 1.51225358e-01 1.87448860e-08
gen1390perm131 0.2931968987677558 3.46077569e-02 4.21626482e-02 1.34946186e-01 4.62007895e+01 7.32866762e+01 1.24709344e-03 4.20797630e-04 1.18934535e-02 1.76451110e-03 2.10732380e+00 2.76086887e-02 1.27419293e+00 1.06228529e-02 1.68461379e-01 1.36210389e-02 1.45605816e-01 2.43381416e-01 1.15625123e+00 3.43092810e+00 2.23423039e-08 3.42108755e-06 3.14029788e-04 4.95773671e-05 5.12244957e+01 2.17614143e-08 4.41681197e-07 3.58870169e-09 4.21547965e-05 6.77807856e-05 4.49023833e-07 3.58262279e-06 2.82081744e-08 3.80370842e-06 4.38733504e-03 1.34089350e-05 1.50782005e-01 1.27968830e-08
gen1390perm139 0.2941712910465754 3.42932840e-02 4.21626482e-02 1.23993610e-01 4.42723021e+01 7.34783477e+01 1.23624799e-03 5.55800905e-04 1.13360780e-02 2.09915893e-03 2.04110354e+00 2.58829457e-02 1.23350706e+00 1.00382436e-02 1.60409556e-01 1.36583511e-02 1.78803267e-01 2.34748718e-01 1.17053473e+00 3.44413496e+00 1.91278761e-08 3.33172633e-06 2.75157288e-04 4.89370133e-05 4.75866396e+01 2.31715798e-08 4.35653994e-07 3.35535270e-09 4.21547965e-05 6.83079301e-05 4.17421741e-07 3.58262279e-06 2.27336938e-08 3.88678593e-06 4.49406032e-03 1.30358109e-05 1.51225358e-01 1.53327783e-08
gen1390perm90 0.2945028426198055 3.35660421e-02 4.19158771e-02 1.34946186e-01 4.42723021e+01 7.32654065e+01 1.22521337e-03 4.50457231e-04 1.21498069e-02 2.12043077e-03 2.11331404e+00 2.36109348e-02 1.23350706e+00 1.02023825e-02 1.54135333e-01 1.45271251e-02 1.51207573e-01 2.43381416e-01 1.15064741e+00 3.91501827e+00 1.98470446e-08 3.42108755e-06 2.94804620e-04 4.95773671e-05 4.57519113e+01 2.19450549e-08 4.49155217e-07 3.46520618e-09 4.21547965e-05 7.69704392e-05 5.27904147e-07 3.44220687e-06 2.42730200e-08 3.99996992e-06 4.59688936e-03 1.33722083e-05 1.51225358e-01 2.11940515e-08
gen1390perm5 0.2945179054137373 3.42932840e-02 4.23029653e-02 1.34946186e-01 4.57024947e+01 7.42598858e+01 1.24709344e-03 5.91265474e-04 1.29938560e-02 2.19984606e-03 2.04110354e+00 2.79978369e-02 1.21874298e+00 9.96374308e-03 1.53178215e-01 1.38911037e-02 1.78803267e-01 2.43381416e-01 1.15657241e+00 4.03134490e+00 1.84696270e-08 3.42058665e-06 3.76696369e-04 5.29785453e-05 5.01165200e+01 2.21124274e-08 4.00808543e-07 3.28419202e-09 4.21547965e-05 7.72422811e-05 4.54119449e-07 2.90524539e-06 2.24960912e-08 3.59133446e-06 5.70595305e-03 1.30358109e-05 1.50782005e-01 2.00310171e-08
