Permutation Chi-Sq km10__FREE km11__FREE km12__FREE km13__FREE km14__FREE km15__FREE km16__FREE km17__FREE km18__FREE km19__FREE km1__FREE km20__FREE km21__FREE km22__FREE km23__FREE km24__FREE km2__FREE km3__FREE km9__FREE kp10__FREE kp11__FREE kp12__FREE kp13__FREE kp14__FREE kp15__FREE kp17__FREE kp18__FREE kp19__FREE kp1__FREE kp20__FREE kp21__FREE kp22__FREE kp23__FREE kp24__FREE kp2__FREE kp3__FREE kp9__FREE
gen1428perm81 0.4160512753473243 1.25212025e-01 4.04423845e-01 4.00848914e-03 7.24744204e-04 2.52823517e-03 3.25325815e+00 1.05218907e-03 1.82395183e-01 1.74706223e-02 1.00995019e-01 1.59848261e-01 7.88256298e-04 6.20212814e-02 1.50827584e-02 2.14012210e+00 5.49021575e-02 8.56501440e-02 8.21431172e-01 1.60032134e+01 1.01632786e-05 7.10258346e-07 3.08028652e-05 2.05128136e-04 2.24302008e+00 1.43024742e-08 1.36039750e-05 3.20789970e-07 1.06892273e-06 1.53471042e-05 2.99514267e-08 1.32030970e-08 2.59584805e-08 4.72410533e-07 1.02713740e-05 4.62498604e-06 1.11725843e-01 3.03632288e-07
gen1428perm100 0.4162050092314835 1.25212025e-01 3.90035495e-01 3.85344585e-03 7.24744204e-04 2.72033440e-03 3.25325815e+00 1.03912430e-03 1.91749128e-01 1.64401911e-02 1.00995019e-01 1.01738975e-01 8.39273189e-04 7.81008258e-02 1.63991473e-02 2.14351644e+00 5.60889327e-02 8.68129208e-02 8.21431172e-01 1.57401221e+01 1.03813322e-05 6.83854214e-07 3.04206787e-05 2.10550338e-04 2.36154860e+00 1.58933273e-08 1.47323682e-05 3.05004104e-07 1.08583341e-06 1.50062353e-05 2.74079608e-08 1.18246997e-08 2.57519319e-08 4.72328294e-07 1.02713740e-05 4.59580830e-06 1.11725843e-01 3.03632288e-07
gen1428perm19 0.4162379035463321 1.24196265e-01 4.04423845e-01 4.54945500e-03 6.93983068e-04 2.55174577e-03 3.24939489e+00 1.04052308e-03 1.84018121e-01 1.90480650e-02 1.00995019e-01 1.04365824e-01 7.91899745e-04 7.93454430e-02 1.87924372e-02 1.92080081e+00 5.66633073e-02 8.50930677e-02 8.21431172e-01 1.59533395e+01 9.69034072e-06 7.20547678e-07 3.36484303e-05 2.12799169e-04 2.19880998e+00 1.43024742e-08 1.47296535e-05 3.02382308e-07 1.02523372e-06 1.61822593e-05 2.95531536e-08 1.38100431e-08 2.86503764e-08 4.45913125e-07 1.02713740e-05 4.48158786e-06 1.11725843e-01 3.37817784e-07
gen1428perm95 0.4162423163619184 1.25212025e-01 4.04423845e-01 3.63962061e-03 6.76889471e-04 2.45133732e-03 3.25325815e+00 1.10374352e-03 1.90733594e-01 1.84358351e-02 1.00995019e-01 1.50978463e-01 8.26072852e-04 8.27054397e-02 1.83928785e-02 2.14012210e+00 5.60889327e-02 8.50930677e-02 8.21431172e-01 1.95075456e+01 9.87814569e-06 6.91232626e-07 2.97505421e-05 2.12725889e-04 2.19880998e+00 1.54956553e-08 1.47086304e-05 2.76803523e-07 1.00007738e-06 1.53471042e-05 2.74079608e-08 1.39924798e-08 3.03876618e-08 4.69866734e-07 1.02713740e-05 4.62498604e-06 1.11725843e-01 3.24670324e-07
gen1428perm134 0.4162622830804952 1.25827187e-01 3.90035495e-01 3.61276876e-03 7.23968870e-04 2.88075011e-03 3.25325815e+00 1.02517260e-03 1.91749128e-01 1.86860813e-02 1.03016735e-01 1.70013609e-01 8.39273189e-04 6.27348389e-02 1.50827584e-02 2.14351644e+00 5.60889327e-02 8.50930677e-02 8.21431172e-01 1.69674117e+01 1.01632786e-05 6.91232626e-07 2.91020073e-05 2.01802648e-04 2.19880998e+00 1.55484682e-08 1.47323682e-05 3.15720704e-07 9.90135889e-07 1.50062353e-05 2.74079608e-08 1.25881975e-08 2.74715667e-08 4.72328294e-07 1.03608920e-05 4.76560857e-06 1.11725843e-01 3.03632288e-07
gen1428perm110 0.4167788206190414 1.29385074e-01 3.90035495e-01 4.15870903e-03 6.93983068e-04 2.55174577e-03 3.25325815e+00 1.05463738e-03 1.91749128e-01 1.75812615e-02 1.00995019e-01 1.07200305e-01 7.88256298e-04 7.51217872e-02 1.83928785e-02 2.14351644e+00 5.81555871e-02 8.63117240e-02 8.21431172e-01 1.48601218e+01 1.00282134e-05 6.91232626e-07 3.67987738e-05 2.05981969e-04 2.00396876e+00 1.43548652e-08 1.47086304e-05 2.84908265e-07 1.03010050e-06 1.44691961e-05 2.74079608e-08 1.35270015e-08 2.72361778e-08 4.72328294e-07 1.02713740e-05 4.68663152e-06 1.11725843e-01 3.53919190e-07
gen1428perm101 0.4170489896604510 1.26216219e-01 4.04423845e-01 4.10508818e-03 6.93983068e-04 2.55174577e-03 3.25845625e+00 1.05218907e-03 1.93271733e-01 1.79679092e-02 1.00995019e-01 1.08277072e-01 7.91522560e-04 7.10665485e-02 1.96265738e-02 2.20618095e+00 5.60889327e-02 8.95416467e-02 8.21431172e-01 1.57749251e+01 1.08882133e-05 7.10258346e-07 2.84663057e-05 2.12799169e-04 2.19880998e+00 1.43024742e-08 1.44806766e-05 3.15726865e-07 1.16625742e-06 1.58835785e-05 2.74079608e-08 1.31876344e-08 2.74715667e-08 4.72328294e-07 1.02713740e-05 4.62498604e-06 1.11725843e-01 3.14414380e-07
gen1428perm138 0.4171471223381842 1.26519689e-01 3.90035495e-01 4.15870903e-03 7.19278409e-04 2.92504279e-03 3.25325815e+00 1.04719991e-03 1.90733594e-01 1.86860813e-02 1.00995019e-01 1.01975265e-01 7.34060978e-04 6.70684195e-02 1.97724354e-02 2.02878346e+00 5.60889327e-02 8.79765645e-02 8.21431172e-01 1.59556925e+01 1.15446017e-05 6.91232626e-07 3.11814992e-05 2.18534316e-04 2.19880998e+00 1.54956553e-08 1.59594004e-05 3.05004104e-07 1.05351034e-06 1.42851421e-05 2.74079608e-08 1.21424199e-08 2.85104653e-08 4.72328294e-07 1.02713740e-05 4.62498604e-06 1.11547440e-01 3.29841364e-07
gen1428perm136 0.4173505675452603 1.24196265e-01 4.04423845e-01 3.88586014e-03 7.23968870e-04 2.60925642e-03 3.24939489e+00 1.05463738e-03 1.90733594e-01 1.79679092e-02 1.00995019e-01 9.25863509e-02 7.79083522e-04 7.51217872e-02 1.63991473e-02 1.97792602e+00 5.60889327e-02 8.50930677e-02 8.21431172e-01 1.70584049e+01 9.90034447e-06 6.91232626e-07 3.10965803e-05 2.05128136e-04 2.19880998e+00 1.60930950e-08 1.47086304e-05 3.02382308e-07 1.21572407e-06 1.48592913e-05 2.74079608e-08 1.26555907e-08 2.96776603e-08 4.70741485e-07 1.02713740e-05 4.62498604e-06 1.11725843e-01 3.29841364e-07
gen1428perm64 0.4173531775697329 1.29385074e-01 3.79963536e-01 3.69065081e-03 7.24744204e-04 2.75026956e-03 3.25325815e+00 9.64257053e-04 1.93271733e-01 1.79679092e-02 1.00995019e-01 1.01525751e-01 7.26567797e-04 7.37895556e-02 1.88241173e-02 2.08702671e+00 5.60889327e-02 8.50930677e-02 8.21431172e-01 1.75366166e+01 1.16702943e-05 6.91232626e-07 3.67987738e-05 2.12799169e-04 2.19880998e+00 1.54956553e-08 1.58662163e-05 2.93820362e-07 1.05804941e-06 1.15154298e-05 2.74079608e-08 1.16561490e-08 2.51828913e-08 4.72328294e-07 1.03907390e-05 4.80558034e-06 1.11725843e-01 3.23833870e-07
gen1428perm44 0.4174587196189092 1.30413466e-01 4.04423845e-01 3.63962061e-03 7.23968870e-04 2.99400404e-03 3.25845625e+00 1.10374352e-03 1.91749128e-01 1.84358351e-02 1.00995019e-01 1.01525751e-01 7.74287979e-04 8.27054397e-02 1.89530969e-02 2.02878346e+00 5.13029088e-02 8.50930677e-02 8.21431172e-01 1.70395165e+01 1.08439855e-05 7.10258346e-07 2.98061868e-05 2.12725889e-04 2.19880998e+00 1.54956553e-08 1.47086304e-05 3.02382308e-07 1.02084329e-06 1.58835785e-05 2.74079608e-08 1.26132113e-08 2.66159154e-08 4.72328294e-07 9.95812150e-06 4.40879392e-06 1.11725843e-01 3.14414380e-07
gen1428perm49 0.4178332817964985 1.24196265e-01 4.04423845e-01 4.23933902e-03 7.24744204e-04 2.99400404e-03 3.25845625e+00 1.00456702e-03 1.90733594e-01 1.79679092e-02 9.69962660e-02 1.01975265e-01 8.42813808e-04 7.70491719e-02 1.95194818e-02 2.14012210e+00 5.59429788e-02 8.50930677e-02 8.21431172e-01 1.55501871e+01 1.12846387e-05 7.10258346e-07 3.57709983e-05 2.25177464e-04 2.19880998e+00 1.63898821e-08 1.47086304e-05 2.87279676e-07 1.02084329e-06 1.58835785e-05 2.74079608e-08 1.13169126e-08 2.66159154e-08 4.61032425e-07 1.02713740e-05 4.62498604e-06 1.11725843e-01 3.20236118e-07
gen1428perm140 0.4180222180978870 1.17651614e-01 3.90035495e-01 4.31777234e-03 6.76889471e-04 2.28308193e-03 3.25325815e+00 1.05218907e-03 1.90733594e-01 1.79679092e-02 1.00995019e-01 1.09577029e-01 7.34060978e-04 6.93786131e-02 1.96265738e-02 2.21503697e+00 5.56066424e-02 8.50930677e-02 8.21431172e-01 1.85643057e+01 1.14872970e-05 6.91232626e-07 2.97815153e-05 2.23098882e-04 2.05040068e+00 1.54956553e-08 1.47086304e-05 3.02382308e-07 1.09892360e-06 1.53250757e-05 2.97361368e-08 1.32330771e-08 2.83251465e-08 5.05431778e-07 1.02713740e-05 4.62498604e-06 1.11725843e-01 3.03632288e-07
gen1428perm30 0.4181581192878728 1.26216219e-01 3.96496796e-01 4.00360619e-03 7.23968870e-04 2.99400404e-03 3.25845625e+00 1.02517260e-03 1.92274026e-01 1.79789844e-02 1.00995019e-01 1.01525751e-01 7.88256298e-04 7.37895556e-02 1.96265738e-02 2.14012210e+00 5.60889327e-02 8.56501440e-02 8.21431172e-01 1.82308381e+01 1.15279224e-05 7.10258346e-07 2.47616847e-05 2.12799169e-04 2.28902975e+00 1.55393384e-08 1.47086304e-05 3.31852425e-07 1.06892273e-06 1.53250757e-05 2.77950530e-08 1.18301882e-08 2.85642779e-08 4.40624046e-07 1.05091801e-05 4.63382484e-06 1.11725843e-01 3.54761760e-07
gen1428perm2 0.4183844383663397 1.23197964e-01 4.04423845e-01 4.00360619e-03 6.76889471e-04 2.83201004e-03 3.25325815e+00 1.03482718e-03 1.77554279e-01 1.74706223e-02 1.01103045e-01 1.44772537e-01 7.47682591e-04 7.37895556e-02 1.48668144e-02 2.14012210e+00 5.59872068e-02 8.50930677e-02 8.21431172e-01 1.64081978e+01 1.14872970e-05 7.10258346e-07 3.49635694e-05 2.12030474e-04 2.29557576e+00 1.41441335e-08 1.47323682e-05 3.02382308e-07 1.06892273e-06 1.55157408e-05 2.69454471e-08 1.28197313e-08 2.96776603e-08 4.79747065e-07 1.02713740e-05 4.70949490e-06 1.11725843e-01 2.86434784e-07
gen1428perm9 0.4184128064539442 1.24196265e-01 4.21399075e-01 4.24527809e-03 6.93983068e-04 2.55174577e-03 3.24939489e+00 1.13496067e-03 1.90733594e-01 1.90480650e-02 1.08024634e-01 1.04365824e-01 7.34060978e-04 7.51217872e-02 1.87924372e-02 2.17155522e+00 5.60889327e-02 8.50930677e-02 8.21431172e-01 1.59533395e+01 9.57903235e-06 7.41780324e-07 3.36484303e-05 2.12799169e-04 2.26355030e+00 1.35916449e-08 1.47086304e-05 2.76803523e-07 9.25908385e-07 1.38892117e-05 2.84074007e-08 1.18471583e-08 2.78597165e-08 4.94968258e-07 1.07973431e-05 4.62498604e-06 1.11725843e-01 2.88907457e-07
gen1428perm142 0.4184131304090042 1.25212025e-01 4.04423845e-01 3.88586014e-03 6.93983068e-04 2.76107965e-03 3.25325815e+00 1.02485253e-03 1.91749128e-01 1.66822102e-02 1.00995019e-01 1.01975265e-01 8.39273189e-04 7.81008258e-02 1.86026684e-02 2.17344503e+00 5.60889327e-02 8.59315443e-02 8.21431172e-01 1.57401221e+01 1.15446017e-05 6.91232626e-07 2.59833387e-05 2.12799169e-04 2.19880998e+00 1.55484682e-08 1.47086304e-05 3.05004104e-07 8.70027530e-07 1.50062353e-05 2.54795650e-08 1.18246997e-08 2.87561665e-08 4.72328294e-07 1.02713740e-05 4.68663152e-06 1.11725843e-01 2.84293738e-07
gen1428perm65 0.4184131559037328 1.26519689e-01 4.04423845e-01 4.23741056e-03 6.24921314e-04 2.55174577e-03 3.25325815e+00 1.11018915e-03 2.05972572e-01 1.71759717e-02 1.00995019e-01 9.25863509e-02 6.61883807e-04 7.51217872e-02 1.83928785e-02 1.87635166e+00 5.59429788e-02 8.50930677e-02 8.21431172e-01 1.60762919e+01 9.69034072e-06 6.91232626e-07 3.08403178e-05 1.97188821e-04 2.19880998e+00 1.37591887e-08 1.47296535e-05 3.21806112e-07 1.10846117e-06 1.25820034e-05 3.04136628e-08 1.18471583e-08 3.03582719e-08 4.58066463e-07 1.02713740e-05 4.62498604e-06 1.11725843e-01 3.53919190e-07
gen1428perm93 0.4186853012219134 1.25212025e-01 3.90035495e-01 4.15870903e-03 7.24744204e-04 2.99032862e-03 3.25325815e+00 9.90125982e-04 1.90733594e-01 1.89692919e-02 1.00995019e-01 1.38985094e-01 7.46407211e-04 6.76328261e-02 1.84193757e-02 2.02878346e+00 5.45400060e-02 9.10975201e-02 8.21431172e-01 1.57503252e+01 1.15446017e-05 7.10258346e-07 3.04642081e-05 2.05128136e-04 2.19880998e+00 1.43548652e-08 1.47323682e-05 2.80112702e-07 1.00007738e-06 1.56208605e-05 2.74079608e-08 1.30070889e-08 2.85104653e-08 5.22637194e-07 1.02713740e-05 4.62498604e-06 1.11725843e-01 3.03632288e-07
gen1428perm116 0.4187564487156799 1.29385074e-01 3.90035495e-01 4.15870903e-03 7.24744204e-04 2.55174577e-03 3.25325815e+00 1.05218907e-03 1.90733594e-01 1.79679092e-02 1.00995019e-01 9.25863509e-02 7.23705846e-04 7.51217872e-02 1.83928785e-02 2.14012210e+00 5.50632527e-02 8.42484440e-02 8.21431172e-01 1.57401221e+01 1.00282134e-05 7.10258346e-07 3.10965803e-05 2.03756420e-04 2.19880998e+00 1.43548652e-08 1.40910847e-05 2.79195092e-07 1.02539498e-06 1.44691961e-05 2.74079608e-08 1.26132113e-08 2.96776603e-08 4.40624046e-07 9.80236646e-06 4.62498604e-06 1.11725843e-01 2.88475724e-07
gen1428perm40 0.4192029655408611 1.26216219e-01 3.99943169e-01 3.99936378e-03 7.57880531e-04 2.99400404e-03 3.25845625e+00 1.05218907e-03 1.90733594e-01 1.71217854e-02 1.00995019e-01 1.01964822e-01 7.88256298e-04 6.37678110e-02 2.04499423e-02 1.99177354e+00 5.60889327e-02 8.50930677e-02 8.27219376e-01 1.41990441e+01 1.08882133e-05 6.91232626e-07 2.79464030e-05 2.06375068e-04 2.19880998e+00 1.54956553e-08 1.49939133e-05 3.06852224e-07 1.10916873e-06 1.58971973e-05 2.57821583e-08 1.26132113e-08 2.96776603e-08 4.72328294e-07 1.02713740e-05 4.56265288e-06 1.11725843e-01 3.29841364e-07
gen1428perm52 0.4194006236005966 1.26216219e-01 4.04423845e-01 3.80560398e-03 7.56529413e-04 2.81260971e-03 3.25325815e+00 1.03168204e-03 1.91749128e-01 1.79679092e-02 9.78028536e-02 1.01964822e-01 7.88256298e-04 6.51431921e-02 1.79391522e-02 1.93022964e+00 5.60889327e-02 8.97911837e-02 8.21431172e-01 1.68495735e+01 9.69034072e-06 7.30730869e-07 3.04206787e-05 2.06375068e-04 2.05172179e+00 1.54956553e-08 1.38675843e-05 3.02382308e-07 1.05486958e-06 1.54833668e-05 2.74079608e-08 1.36822815e-08 2.70868427e-08 4.72328294e-07 1.01999632e-05 4.62498604e-06 1.11725843e-01 3.17042897e-07
gen1428perm135 0.4194965794437572 1.26519689e-01 3.90035495e-01 4.15870903e-03 7.19278409e-04 2.60925642e-03 3.50795915e+00 1.00801333e-03 1.81599851e-01 1.73967378e-02 1.00995019e-01 1.04515997e-01 7.34060978e-04 6.37678110e-02 1.93859708e-02 1.90378434e+00 5.11628073e-02 8.50930677e-02 8.21431172e-01 1.62227520e+01 9.69034072e-06 7.10258346e-07 3.30595501e-05 2.12739331e-04 2.05937555e+00 1.54956553e-08 1.38839511e-05 3.02382308e-07 1.01010199e-06 1.58971973e-05 2.95531536e-08 1.14294984e-08 2.98900176e-08 4.96921556e-07 1.02713740e-05 4.62498604e-06 1.11725843e-01 3.14414380e-07
gen1428perm3 0.4197104791756002 1.24196265e-01 4.12271779e-01 3.88586014e-03 7.24744204e-04 2.57576515e-03 3.25325815e+00 1.05695194e-03 1.75003227e-01 1.79679092e-02 1.00995019e-01 9.62752125e-02 7.94307850e-04 7.37895556e-02 2.04499423e-02 2.14012210e+00 5.75347975e-02 8.63360239e-02 8.21431172e-01 1.57401221e+01 1.08882133e-05 7.10258346e-07 3.57709983e-05 2.05128136e-04 2.19880998e+00 1.54956553e-08 1.47086304e-05 2.62489359e-07 1.06892273e-06 1.53250757e-05 2.54795650e-08 1.28468424e-08 2.96776603e-08 4.40624046e-07 1.02713740e-05 4.62498604e-06 1.11725843e-01 3.35947446e-07
gen1428perm51 0.4198630760555720 1.24983031e-01 4.16846004e-01 4.11542950e-03 7.24744204e-04 2.60925642e-03 3.25845625e+00 1.05218907e-03 1.90733594e-01 1.79679092e-02 1.00995019e-01 1.51554197e-01 7.88256298e-04 6.70684195e-02 1.59560411e-02 2.02241743e+00 5.31322618e-02 8.50930677e-02 8.21431172e-01 1.57749251e+01 1.08882133e-05 7.10258346e-07 2.73592835e-05 2.12799169e-04 2.19880998e+00 1.54956553e-08 1.57292093e-05 3.02382308e-07 1.10916873e-06 1.44691961e-05 2.55968797e-08 1.26132113e-08 2.96776603e-08 4.72328294e-07 1.02713740e-05 4.84437200e-06 1.11725843e-01 3.54761760e-07
gen1428perm121 0.4205795154269075 1.25212025e-01 4.04423845e-01 3.88347160e-03 7.23968870e-04 2.99400404e-03 3.25325815e+00 1.06411949e-03 1.92862292e-01 1.79789844e-02 1.00995019e-01 1.01525751e-01 7.88256298e-04 6.37678110e-02 2.07444247e-02 1.97210857e+00 5.60889327e-02 7.87695534e-02 8.21431172e-01 1.82308381e+01 1.15279224e-05 6.88270085e-07 3.73172349e-05 2.10959447e-04 2.19880998e+00 1.45279724e-08 1.47086304e-05 3.12853739e-07 1.14716246e-06 1.53250757e-05 2.78576904e-08 1.28468424e-08 2.66159154e-08 4.40624046e-07 1.03608920e-05 4.62498604e-06 1.11725843e-01 2.86809314e-07
gen1428perm46 0.4207155882410785 1.24039328e-01 4.04423845e-01 4.09865817e-03 6.93983068e-04 2.52054865e-03 3.25325815e+00 1.05218907e-03 1.93271733e-01 1.79679092e-02 1.00995019e-01 1.10451758e-01 9.43455515e-04 7.51217872e-02 1.77168595e-02 1.99721833e+00 5.60889327e-02 8.50930677e-02 8.21431172e-01 1.64116713e+01 1.14327332e-05 7.10258346e-07 3.08403178e-05 2.06375068e-04 2.19880998e+00 1.45925231e-08 1.47086304e-05 3.02382308e-07 1.30030701e-06 1.58971973e-05 2.74079608e-08 1.34424037e-08 2.66159154e-08 5.11364209e-07 1.02713740e-05 4.30702205e-06 1.11725843e-01 3.03632288e-07
gen1428perm20 0.4208639552472044 1.26216219e-01 4.21399075e-01 3.71807477e-03 7.63160705e-04 2.69598852e-03 3.25325815e+00 1.05218907e-03 1.93271733e-01 1.79679092e-02 1.00995019e-01 1.01525751e-01 7.34060978e-04 6.96435542e-02 1.92285179e-02 1.97131076e+00 5.60889327e-02 8.50930677e-02 8.21431172e-01 1.59533395e+01 1.19157608e-05 7.10258346e-07 3.08403178e-05 2.00030772e-04 2.19880998e+00 1.43024742e-08 1.60224908e-05 3.33052715e-07 1.06636541e-06 1.38892117e-05 2.84074007e-08 1.24651090e-08 3.03188614e-08 4.65292347e-07 1.02713740e-05 4.62498604e-06 1.11725843e-01 3.08735709e-07
